Step,Accuracy_Train,TRP_Train,FPR_Train,Cost_train,Accuracy_Val,TRP_Val,FPR_Val,Cost_Val
0,50.00000072045709,100.0,0.0,1.076327287477696,81.13207547169812,100.0,0.0,0.7786929392608135
32,52.04552335945784,98.78706199460916,5.30398322851153,0.9840332927040552,75.47169811320755,93.02325581395348,0.0,0.9769999900630536
64,50.41479557436311,99.86522911051213,0.9643605870020965,0.9708437419839194,81.13207547169812,100.0,0.0,0.9463401486588224
96,51.61829615222677,99.77747132200841,3.459119496855346,0.9609825277244834,79.24528301886792,97.67441860465117,0.0,0.9524062469777452
128,58.01061534164649,98.66273846089554,17.358490566037737,0.9508717920733017,75.47169811320755,93.02325581395348,0.0,0.9533632435925684
160,66.55125915301296,95.6601684113751,37.44234800838575,0.9404509558461914,69.81132075471699,86.04651162790698,0.0,0.9491758678285939
192,73.85545839151402,92.70043252052908,55.0104821802935,0.9299079256332654,67.9245283018868,81.3953488372093,10.0,0.9596764744834712
224,79.39645737093294,89.48473641321382,69.30817610062893,0.9190979849014556,67.9245283018868,79.06976744186046,20.0,0.9468635344385765
256,81.9629200013741,87.65749388829688,76.26834381551363,0.9083698554133465,66.0377358490566,76.74418604651163,20.0,0.9526915861932567
288,83.1084725728153,86.80394492154036,79.41299790356393,0.8975455693695411,60.37735849056604,72.09302325581395,10.0,0.9646214716554616
320,83.70198685992158,86.04128795001986,81.36268343815513,0.8868133807857974,62.264150943396224,74.4186046511628,10.0,0.9668355454752892
352,83.58525506765494,85.01117867067842,82.15932914046122,0.8761829616641391,60.37735849056604,72.09302325581395,10.0,0.9664434701797939
384,83.52563549008853,83.67600660272885,83.37526205450733,0.8659040042207159,56.60377358490566,67.44186046511628,10.0,0.9845471582294569
416,83.3509556984283,83.13796778035477,83.56394129979036,0.8555251888169227,54.716981132075475,67.44186046511628,0.0,0.9949800521686344
448,83.59646856046791,82.68559727532961,84.50733752620545,0.8454597715388803,50.943396226415096,62.7906976744186,0.0,0.9997252312722161
480,84.02682997567474,82.01592177019997,86.0377358490566,0.8356025193891831,50.943396226415096,62.7906976744186,0.0,1.003602945855731
512,84.03783452363228,82.01696650577736,86.0587002096436,0.8259543327472991,49.056603773584904,60.46511627906977,0.0,1.0096150048679229
544,84.36375720391295,81.7463799912242,86.98113207547169,0.8164401830003822,49.056603773584904,60.46511627906977,0.0,1.0144821255919618
576,84.38082121945214,81.57086441421674,87.19077568134172,0.8073706725461091,49.056603773584904,60.46511627906977,0.0,1.0122707651763736
608,84.63493573988946,81.30341210639587,87.96645702306078,0.798527339977313,47.16981132075472,58.13953488372093,0.0,1.0435212823259452
640,85.34323164560604,81.168641216908,89.51781970649895,0.7897930553999207,47.16981132075472,58.13953488372093,0.0,1.042733600116231
672,85.37969291737338,80.67552602436322,90.08385744234802,0.7812252076486569,49.056603773584904,60.46511627906977,0.0,1.0507912445399303
704,85.55339762132685,81.16968595248544,89.937106918239,0.7728468975389579,49.056603773584904,60.46511627906977,0.0,1.0445817686731709
736,86.16832899070292,81.0787939572494,91.25786163522011,0.7648738404550993,50.943396226415096,62.7906976744186,0.0,1.0484691996498638
768,87.42267336907251,82.24576359723353,92.59958071278825,0.7567280684597079,50.943396226415096,62.7906976744186,0.0,1.0487695958169159
800,87.03378795663703,82.24367412607869,91.82389937106917,0.7488918403284232,52.83018867924528,65.11627906976744,0.0,1.0364843029355773
832,87.25885882587085,82.10681376543596,92.41090146750523,0.7413099355396903,50.943396226415096,62.7906976744186,0.0,1.042533678216849
864,87.64624678582516,82.6929104243716,92.59958071278825,0.7337053339542698,54.716981132075475,67.44186046511628,0.0,1.0411024599571599
896,87.99814855820446,83.18707035249379,92.80922431865828,0.7263145457758393,50.943396226415096,62.7906976744186,0.0,1.0544427215040213
928,88.14744127492578,82.91961804467289,93.37526205450733,0.7191493068887668,50.943396226415096,62.7906976744186,0.0,1.0506069300745855
960,88.36241303328073,83.18184667460666,93.54297693920334,0.7119726402767548,49.056603773584904,60.46511627906977,0.0,1.074851236462803
992,89.03229749708805,83.76689859796484,94.29769392033542,0.7050034870319911,43.39622641509434,53.48837209302326,0.0,1.1127057154611493
1024,89.4236554514687,84.17225600200588,94.67505241090146,0.6982291228636492,43.39622641509434,53.48837209302326,0.0,1.1138272061648151
1056,89.53993452256019,84.21613489625776,94.86373165618448,0.6913171155068174,45.283018867924525,55.81395348837209,0.0,1.1161807756445576
1088,89.58485815322624,84.30598215591634,94.86373165618448,0.6846578786423968,45.283018867924525,55.81395348837209,0.0,1.1211696142799044
1120,90.25341928145795,85.6850331181178,94.82180293501048,0.67817781980809,47.16981132075472,55.81395348837209,10.0,1.0839479302617885
1152,91.30215969569278,86.62947408011033,95.97484276729558,0.6716194658355339,49.056603773584904,58.13953488372093,10.0,1.0906026202724075
1184,91.1647073151368,87.33989427275957,94.98951781970649,0.6652042947889356,50.943396226415096,60.46511627906977,10.0,1.0688703047905
1216,92.3107822636529,88.6886479032157,95.9329140461216,0.6587046999715981,50.943396226415096,60.46511627906977,10.0,1.0581141552796316
1248,92.68410111478758,89.22564199001233,96.14255765199161,0.6523433284848471,50.943396226415096,60.46511627906977,10.0,1.0495972491879682
1280,92.26136627027168,88.7784951628743,95.74423480083857,0.6460964912478241,49.056603773584904,58.13953488372093,10.0,1.0738498471611717
1312,92.89823708844916,89.67487828830525,96.12159329140461,0.6397936197670848,47.16981132075472,55.81395348837209,10.0,1.0796488655592655
1344,93.46232466083372,90.21605131741158,96.70859538784066,0.6336006198768549,49.056603773584904,58.13953488372093,10.0,1.0737505886552083
1376,93.69091280859034,90.48454836080988,96.89727463312369,0.6275900933326996,49.056603773584904,58.13953488372093,10.0,1.0537956432863587
1408,93.57411136921003,90.4396247309806,96.70859538784067,0.6215207872118507,50.943396226415096,60.46511627906977,10.0,1.0545265021858976
1440,93.92106806121345,90.75617961094048,97.0859538784067,0.6155459386850635,50.943396226415096,60.46511627906977,10.0,1.042054859291388
1472,93.89860624588042,90.7112559811112,97.08595387840671,0.6096126254331904,50.943396226415096,60.46511627906977,10.0,1.0450228538409048
1504,94.1551933082629,90.84707160617648,97.46331236897274,0.6038046697725479,52.83018867924528,62.7906976744186,10.0,1.0203613435636352
1536,94.29445656297624,90.93691886583507,97.65199161425576,0.5980533020346466,52.83018867924528,62.7906976744186,10.0,1.0284180131410812
1568,94.37082673440564,90.7123007166886,98.0293501048218,0.5923465155922104,52.83018867924528,62.7906976744186,10.0,1.0300949719765247
1600,94.78255703096401,91.15840280824922,98.40670859538784,0.586741786447943,52.83018867924528,62.7906976744186,10.0,1.0324206531472224
1632,94.5864601605484,90.57752982720076,98.59538784067084,0.58118080779532,54.716981132075475,65.11627906976744,10.0,1.0176666508512002
1664,94.81999338868091,91.02363191876138,98.61635220125785,0.5757007668711265,56.60377358490566,65.11627906976744,20.0,0.9931481586283665
1696,95.15744298696518,91.69853110177816,98.61635220125787,0.5703631271966735,60.37735849056604,67.44186046511628,30.0,0.9640168176260421
1728,95.21082897477274,91.42794458722497,98.99371069182389,0.5650683585277887,60.37735849056604,67.44186046511628,30.0,0.966872368668918
1760,95.5263391260128,92.0589648759899,98.99371069182389,0.5597780704292123,64.15094339622641,72.09302325581395,30.0,0.9039903903567525
1792,95.67953218653236,91.96702814517647,99.39203354297693,0.5546143161878369,64.15094339622641,72.09302325581395,30.0,0.905047268092497
1824,95.54580603111184,91.69957583735555,99.39203354297693,0.5493445141656998,64.15094339622641,72.09302325581395,30.0,0.9025791396206052
1856,95.68402454924752,91.78733362585933,99.58071278825994,0.544330331720481,64.15094339622641,72.09302325581395,30.0,0.9030538499099858
1888,95.75088762695778,91.92105977976976,99.58071278825994,0.539377746430518,64.15094339622641,72.09302325581395,30.0,0.900797132335832
1920,95.81775070466804,92.05478593368022,99.58071278825994,0.5346073109846187,64.15094339622641,72.09302325581395,30.0,0.900370823398036
1952,95.685591654114,91.7904678325916,99.58071278825994,0.5298586564734956,64.15094339622641,72.09302325581395,30.0,0.9115200288943507
1984,95.88618088724478,92.19164629432294,99.58071278825994,0.5252085931051412,67.9245283018868,76.74418604651163,30.0,0.8572408276011859
2016,95.88565851895595,92.19060155874553,99.58071278825994,0.5205005124760025,69.81132075471699,79.06976744186046,30.0,0.8575554738221658
